cluster	GOterm	FDR	fold_enrich	GeneIDs
clusterset34	RNA_binding	1.67243e-57	3.48934	ADD1;AGO2;AIMP1;AKAP8L;ANKRD17;ANP32A;ARCN1;BCLAF1;BUD23;C7orf50;CALR;CANX;CARHSP1;CCAR1;CDC5L;CELF1;CKAP4;CNBP;CPSF6;CSTB;DDX17;DDX18;DDX24;DDX3X;DDX46;DDX6;DEK;DHX29;DHX30;DHX36;DNMT1;DUT;EBNA1BP2;EIF1AX;EIF2S1;EIF2S2;EIF3A;EIF3D;EIF3E;EIF4A1;EIF4A3;EIF4B;EIF4H;EIF5A;EIF5B;ENO1;EWSR1;FAM133B;FAM50A;FDPS;FIP1L1;FNDC3A;FUBP1;FUS;GLRX3;GNL3;GOLGB1;GPATCH8;HABP4;HLTF;HMGB3;HMGN2;HNRNPAB;HNRNPF;HNRNPH1;HNRNPM;HNRNPU;HNRNPUL1;HSP90B1;HSPA9;HSPE1;ILF3;IMPDH2;KPNB1;KRR1;KTN1;LRP1;LSM2;LSM3;LSM4;LSM8;LUC7L3;MACF1;MANF;MAP4;MAPRE1;MCTS1;METAP2;MRPL13;MRPL18;MRPL40;NAP1L1;NCL;NME1;NOP53;NOP56;PARP1;PDIA3;PFN1;PHF6;PKM;PNISR;POLR2B;POLR2G;PPIB;PRDX1;PRKDC;PRPF38B;PUM1;RALY;RBBP6;RBBP7;RBM26;RBM3;RBM39;RBM42;RBM5;RPL12;RPL13A;RPL21;RPL22;RPL23;RPL23A;RPL26;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL34;RPL36;RPL36A;RPL37;RPL39;RPL41;RPL7;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS20;RPS21;RPS25;RPS27;RPS28;RPS29;RPS3;RPS6;RSL24D1;RSRC2;SAP18;SBDS;SF3B6;SFPQ;SLC25A5;SLTM;SNRNP200;SNRPA1;SNRPB;SNRPC;SNRPE;SNRPG;SREK1;SRRM1;SRSF10;SRSF2;SRSF3;SRSF5;SRSF7;SUPT16H;TAF15;TBCA;TIAL1;TNPO1;TOP1;TPR;TPT1;TRA2A;TRA2B;TRMT10C;TUT4;U2SURP;UBTF;UPF3A;UPF3B;UTP11;WDR33;XPO1;YTHDC1;YTHDF2;YWHAZ;YY1;ZFR;ZNF326;ZNF638
clusterset34	translational_initiation	5.00877e-35	9.39001	ABCE1;AGO2;DDX3X;DHX29;EIF1AX;EIF2S1;EIF2S2;EIF3A;EIF3D;EIF3E;EIF4A1;EIF4B;EIF4H;EIF5B;MCTS1;RPL12;RPL13A;RPL21;RPL22;RPL23;RPL23A;RPL26;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL34;RPL36;RPL36A;RPL37;RPL39;RPL41;RPL7;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS20;RPS21;RPS25;RPS27;RPS28;RPS29;RPS3;RPS6
clusterset34	SRP-dependent_cotranslational_protein_targeting_to_membrane	1.03042e-28	11.0244	RPL12;RPL13A;RPL21;RPL22;RPL23;RPL23A;RPL26;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL34;RPL36;RPL36A;RPL37;RPL39;RPL41;RPL7;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS20;RPS21;RPS25;RPS27;RPS28;RPS29;RPS3;RPS6;SSR3
clusterset34	nuclear-transcribed_mRNA_catabolic_process,_nonsense-mediated_decay	7.03242e-28	9.1678	BCLAF1;EIF3E;EIF4A3;RPL12;RPL13A;RPL21;RPL22;RPL23;RPL23A;RPL26;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL34;RPL36;RPL36A;RPL37;RPL39;RPL41;RPL7;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS20;RPS21;RPS25;RPS27;RPS28;RPS29;RPS3;RPS6;UPF3A;UPF3B
clusterset34	viral_transcription	6.51659e-25	9.00154	RPL12;RPL13A;RPL21;RPL22;RPL23;RPL23A;RPL26;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL34;RPL36;RPL36A;RPL37;RPL39;RPL41;RPL7;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS20;RPS21;RPS25;RPS27;RPS28;RPS29;RPS3;RPS6;TPR
clusterset34	translation	9.44713e-25	5.27793	AGO2;AIMP1;DHX29;EEF1B2;EEF1D;EIF1AX;EIF2S1;EIF2S2;EIF3A;EIF3D;EIF3E;EIF4A1;EIF4B;EIF4H;EIF5A;EIF5B;MCTS1;MRPL13;MRPL18;MRPL33;MRPS18B;RPL12;RPL13A;RPL21;RPL22;RPL23;RPL23A;RPL26;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL34;RPL36;RPL36A;RPL37;RPL39;RPL41;RPL7;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS20;RPS21;RPS25;RPS27;RPS28;RPS29;RPS3;RPS6;RSL24D1
clusterset34	structural_constituent_of_ribosome	5.30499e-22	6.76125	MRPL13;MRPL18;MRPL33;MRPS18B;RPL12;RPL13A;RPL21;RPL22;RPL23;RPL23A;RPL26;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL34;RPL36;RPL36A;RPL37;RPL39;RPL41;RPL7;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS20;RPS21;RPS25;RPS27;RPS28;RPS29;RPS3;RPS6;RSL24D1
clusterset34	ribosome	5.82392e-21	5.90446	CANX;MRPL13;MRPL18;MRPL33;MRPL40;MRPS18B;RPL12;RPL13A;RPL21;RPL22;RPL23;RPL23A;RPL26;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL34;RPL36;RPL36A;RPL37;RPL39;RPL41;RPL7;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS20;RPS21;RPS25;RPS27;RPS28;RPS29;RPS3;RPS6;RSL24D1;SERP1
clusterset34	nucleoplasm	4.40144e-20	1.73984	ABI2;ADD1;AGO2;ANAPC15;ANAPC16;ANKRD11;ANKRD17;ANP32A;APLP1;ARGLU1;ARID1A;ARID1B;ARID4B;ASH1L;ATF4;ATRX;BCAS2;BCLAF1;BPTF;BRD2;BUD23;BUD31;CALM1;CAMK2D;CCAR1;CD63;CDC5L;CELF1;CENPX;CETN2;CGGBP1;CHD4;CHD6;CHD9;COMMD9;CPSF6;CREB1;CREB3;CTBP1;CTCF;CXXC5;DDX17;DDX3X;DDX46;DEK;DHX36;DMAP1;DNMT1;DST;DUT;EEF1D;EIF3A;EIF3E;EIF4A3;ENY2;EPC1;EWSR1;FABP5;FAM50A;FDPS;FIP1L1;FUBP1;FUS;GLO1;GNAI2;GNL3;GTF2F2;HABP4;HIF1A;HIGD1A;HLTF;HMGN1;HNRNPAB;HNRNPF;HNRNPH1;HNRNPM;HNRNPU;HNRNPUL1;HOXA10;HOXA7;HOXA9;HOXB3;HOXB5;HOXB7;HOXB9;HOXC9;HSPH1;IBTK;ILF3;IPO7;IRF2BPL;JMJD1C;JUND;KANSL1;KAZN;KDM5B;KMT2E;KPNA4;KPNB1;KRR1;LAGE3;LSM2;LSM3;LSM4;LSM8;LUC7L3;LYRM1;MAGED2;MINDY2;MOCS2;MPHOSPH8;MRPS18B;NASP;NCL;NDUFB6;NEO1;NFYB;NIPBL;NLRP1;NOP53;NOP56;NSMCE3;OTUB1;PARP1;PBX1;PCBD1;PCNP;PDXK;PHF6;PHPT1;PKN1;PNISR;POLE4;POLR2B;POLR2F;POLR2G;POLR2H;POLR2L;PPIB;PPP1CB;PQBP1;PRELID1;PRKDC;PSMD10;PSME2;PUM1;RAD21;RBBP7;RBM3;RBM39;RBM5;RBP1;RHBDD2;RPL23;RPL26;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS20;RPS21;RPS25;RPS27;RPS28;RPS29;RPS3;RPS6;RSF1;RSL24D1;RYBP;SAP18;SBDS;SENP6;SETD5;SF3B6;SFPQ;SH3GLB2;SKAP2;SKIL;SLC39A7;SLTM;SMAD2;SMARCA5;SMARCD3;SMC3;SNRNP200;SNRNP25;SNRPA1;SNRPB;SNRPC;SNRPE;SNRPG;SREK1;SRI;SRRM1;SRSF10;SRSF2;SRSF3;SRSF5;SRSF7;STAT3;SUPT16H;TAF10;TAF15;TAF1D;TAF7;TATDN1;TBL1XR1;TCEA1;TCEAL1;TGOLN2;TIAL1;TLE4;TOP1;TPR;TRA2A;TRA2B;TRIM24;TRMT10C;TRMT112;TUBGCP2;TXNRD1;U2SURP;UBE2B;UBE2E3;UBE2S;UBTF;UPF3A;UPF3B;USP47;UTP11;UXT;WAC;WDR13;WDR33;XPA;XPO1;YEATS4;YIPF5;YTHDC1;YWHAZ;YY1;ZNF322;ZNF326;ZNF638
clusterset34	nucleus	8.449e-19	1.48338	ABI2;ADD1;ADNP;AGO2;AIMP1;AKAP8L;ANAPC16;ANKRD11;ANKRD17;ANP32A;APLP2;APP;APPL1;ARGLU1;ARID1A;ARID1B;ARID4B;ASAH1;ASH1L;ATF4;ATRX;BAG1;BCAS2;BCLAF1;BEX3;BPTF;BRD2;BRI3;BUD23;BUD31;CALM1;CALM3;CALR;CAMK2D;CAMTA1;CCAR1;CCDC85B;CDC5L;CDKN1C;CELF1;CENPX;CEP57;CETN2;CGGBP1;CHCHD2;CHD4;CHD6;CHD9;CNBP;COMMD3;COMMD9;COTL1;CPE;CPSF6;CRBN;CREB1;CREB3;CRK;CSTB;CTBP1;CTBP2;CTCF;CXXC5;DCTPP1;DCXR;DDX17;DDX18;DDX3X;DDX46;DDX6;DEK;DGUOK;DHX36;DMAP1;DMWD;DNAJB14;DNMT1;DPCD;DST;DUT;EAPP;EBNA1BP2;EEF1D;EI24;EIF2S1;EIF3A;EIF3E;EIF4A3;EIF5A;ELOF1;ENO1;ENOPH1;ENY2;EPC1;EWSR1;FABP5;FAM50A;FIP1L1;FUBP1;FUS;GAMT;GLRX3;GNAI2;GNAS;GNL3;GPATCH8;GSTM3;GSTP1;GTF2F2;HABP4;HIF1A;HLTF;HMGB3;HMGN1;HMGN2;HNRNPAB;HNRNPF;HNRNPH1;HNRNPM;HNRNPU;HNRNPUL1;HOXA10;HOXA7;HOXA9;HOXB3;HOXB5;HOXB7;HOXB9;HOXC9;HSP90B1;HSPA4;HSPA5;HSPA9;HSPH1;IBTK;ILF3;IMPDH2;IPO7;IPO9;IRF2BPL;ISCU;ITSN1;JAK1;JMJD1C;JUND;KANSL1;KAZN;KDM5B;KMT2E;KPNA4;KPNB1;KRR1;KRT10;LAGE3;LDHA;LRP1;LSM2;LSM3;LSM4;LSM8;LUC7L3;LYRM1;MAGED1;MANF;MIDN;MPHOSPH8;MRPL40;MYH10;N4BP2L2;NAP1L1;NASP;NCL;NEMF;NFYB;NIPBL;NKTR;NLRP1;NME1;NOP53;NOP56;NSMCE3;NT5C;NUCB2;OGA;OTUB1;PARP1;PBX1;PBX3;PCBD1;PCNP;PDIA3;PDXK;PFDN2;PFN1;PHF14;PHF6;PHIP;PKM;PKN1;PNISR;POLE4;POLR2A;POLR2B;POLR2F;POLR2G;POLR2H;POLR2L;PPIB;PPP1CB;PQBP1;PRDX1;PRDX4;PRDX6;PRKDC;PRNP;PRPF38B;PSMD10;RAD21;RALY;RBBP6;RBBP7;RBM26;RBM3;RBM39;RBM42;RBM5;RERE;RHOA;RPL13A;RPL22;RPL23A;RPL3;RPL30;RPL7;RPS10;RPS13;RPS15;RPS18;RPS25;RPS27;RPS3;RPS6;RSF1;RSL24D1;RYBP;SAP18;SBDS;SENP6;SERF2;SETD5;SF3B6;SFPQ;SH3BGRL;SH3BGRL3;SHISA5;SKIL;SLC25A5;SLTM;SMAD2;SMARCA5;SMARCD3;SMC3;SNRNP200;SNRNP25;SNRPA1;SNRPB;SNRPC;SNRPE;SNRPG;SREK1;SRRM1;SRSF10;SRSF2;SRSF3;SRSF5;SRSF7;SSBP2;SSBP3;STAT3;SUPT16H;TAF10;TAF15;TAF1D;TAF7;TATDN1;TBL1XR1;TCEA1;TCEAL1;TCEAL9;TECR;THYN1;TIAL1;TLE4;TMF1;TNPO1;TOP1;TPI1;TPR;TPRKB;TPT1;TRA2A;TRA2B;TRIM24;TRIM8;TRMT10C;TRMT112;TSC22D1;TSC22D3;TUBB;TUBB4B;TUBG1;TUT4;TXNRD1;U2SURP;UBE2B;UBE2E3;UBE2H;UBE2S;UBTF;UFM1;UGP2;UPF3A;UPF3B;USP47;USP9X;UTP11;UXT;VAPA;VPS4A;WAC;WDR13;WDR33;XPA;XPO1;YEATS4;YPEL5;YTHDC1;YTHDF2;YWHAZ;YY1;ZFHX4;ZFR;ZNF302;ZNF322;ZNF326;ZNF618;ZNF638;ZNF644;ZNF827;ZSCAN18
