clusterset_ID	fc(observed/expected)	p-value	GO_term	gene_IDs
c1	11.69	0.00891404	purine_nucleobase_biosynthetic_process	GMPS;PAICS;PPAT;SHMT2
c1	9.75	0.00530237	somatic_stem_cell_division	FZD7;HOXB4;NOTCH1;TGFB2;WNT7A
c1	7.75	2.7985e-10	embryonic_skeletal_system_morphogenesis	CHST11;HOXA3;HOXA4;HOXA5;HOXA7;HOXA9;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC4;HOXC9;MDFI;PCGF2;SOX11
c1	4.51	0.00851538	embryonic_skeletal_system_development	HOXA3;HOXA5;HOXA9;HOXB5;HOXB6;HOXB9;HOXC6;HOXC9;PCGF2
c1	4.39	0.041339	intrinsic_apoptotic_signaling_pathway_in_response_to_DNA_damage_by_p53_class_mediator	AEN;CDIP1;DDIT4;IFI16;PHLDA3;TOPORS;TP53
c1	4.31	0.000362502	DNA_damage_response,_signal_transduction_by_p53_class_mediator_resulting_in_cell_cycle_arrest	ARID3A;BTG2;CARM1;CNOT10;CNOT6L;E2F4;PCBP4;PIDD1;PLAGL1;PLK2;RBM38;TFDP2;TP53;ZNF385A
c1	3.96	1.47009e-05	anterior/posterior_pattern_specification	ACVR2B;BTG2;HOXA3;HOXA4;HOXA5;HOXA7;HOXA9;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC4;HOXC6;HOXC9;HOXD8;PCGF2;TSHZ1
c1	3.74	0.000109289	mitochondrial_translational_termination	DAP3;MRPL10;MRPL11;MRPL16;MRPL2;MRPL37;MRPL39;MRPL45;MRPL46;MRPL9;MRPS10;MRPS2;MRPS27;MRPS30;MRPS31;MRPS5;MRPS9;MTRF1L;OXA1L
c1	3.59	0.000316255	mitochondrial_translational_elongation	DAP3;MRPL10;MRPL11;MRPL16;MRPL2;MRPL37;MRPL39;MRPL45;MRPL46;MRPL9;MRPS10;MRPS2;MRPS27;MRPS30;MRPS31;MRPS5;MRPS9;OXA1L
c1	3.43	0.0486407	cellular_response_to_glucose_starvation	ASNS;CPEB4;IFI16;PMAIP1;PRKAA2;SESN2;SLC2A1;TP53;UPP1
c1	2.45	0.00530237	rRNA_processing	DCAF13;DDX56;ESF1;EXOSC1;EXOSC3;EXOSC9;FBL;FRG1;IMP3;LSM6;MTERF4;NOB1;NSUN5;RPS17;RRP1B;UTP11;UTP23;UTP3;UTP4;WDR12;WDR43;WDR74;YBEY
c1	1.99	0.00859721	RNA_splicing	CASC3;CCDC130;CDC40;DDX39A;DDX41;DHX15;FRG1;GEMIN7;LSM6;PPIL3;PRPF4;PTBP2;PTBP3;RBM22;RBM38;RP9;RRP1B;SCNM1;SF3A2;SLU7;SMNDC1;SNRNP40;SNRPA;SRSF8;SYF2;TCERG1;THOC3;THOC7;USB1;ZMAT5;ZNF830;ZPR1;ZRSR2
c1	1.77	0.0290463	mRNA_processing	CASC3;CDC40;CNOT6L;CPSF1;CPSF4;DDX39A;DDX41;DHX15;FRG1;GEMIN7;HSF1;KIN;LSM6;NUDT21;PPIL3;PRPF4;PTBP2;PTBP3;RBM22;RBM38;RRP1B;SCNM1;SF3A2;SLU7;SMNDC1;SNRNP40;SNRPA;SRSF8;SYF2;TCERG1;THOC3;THOC7;TSEN15;ZMAT5;ZNF830;ZPR1;ZRSR2
c1	1.53	0.00416156	positive_regulation_of_transcription_by_RNA_polymerase_II	AATF;AGO1;ARID3A;ASXL3;ATF3;ATF5;CDK5RAP3;CDK8;CEBPB;CEBPD;CEBPG;CITED4;CREBRF;DDIT3;E2F4;ETV4;EXOSC9;FADD;FGFR2;FOXK2;FOXO1;GSK3A;HDAC3;HMGA1;HMGA2;HMGB2;HOXA5;HOXA7;HOXA9;HOXB2;HOXB3;HOXB4;HOXB5;HOXB7;HOXB9;HOXC4;HOXD8;HSF1;IER2;IER5;IFI16;JUNB;KAT8;KDM6B;LITAF;LMO4;LPIN2;MAX;MED19;MED6;MEIS1;MEIS3;MLLT10;MTF2;NAMPT;NCK1;NELFA;NKX2-2;NOTCH1;PLAGL1;POU3F2;POU3F3;PSIP1;RARA;RELA;RGMA;RRP1B;SALL1;SERTAD1;SOX11;SS18L2;SSBP3;TAF6;TCERG1;TET1;TFDP2;TNIP2;TP53;VEGFA;WBP2;WNT7A;ZFPM1;ZMIZ1;ZNF219;ZNF226;ZNF521;ZNF544

c2	52.50	4.03643e-06	axonemal_central_apparatus_assembly	HYDIN;RSPH9;SPAG17;SPEF1
c2	32.81	3.4818e-12	epithelial_cilium_movement_involved_in_extracellular_fluid_movement	CCDC40;DAW1;DNAH5;KIF27;LRRC6;NME5;ROPN1L;SPA17;SPAG17;SPEF2
c2	30.29	3.19991e-07	inner_dynein_arm_assembly	CCDC40;CFAP73;DNAAF1;DNAH7;LRRC6;ZMYND10
