cluster	GOterm	FDR	fold_enrich	GeneIDs
clusterset48	RNA_binding	1.61207e-13	2.96492	ARL6IP4;ATP5F1C;CCT3;CCT4;CNBP;CWC15;DTD1;EIF1B;EIF3I;EIF5A;FAM32A;FSCN1;HDAC2;HNRNPDL;IMMT;KHDRBS1;KRT18;LSM5;LSM7;MAP4;MDH2;MRPL15;MRPL20;MRPL40;MRPS12;MRPS15;MRPS23;MRPS26;NOL7;NUCKS1;PA2G4;PAIP1;PCBP1;PDAP1;POP7;PRMT1;PSMA1;PSMD4;RBBP7;RNPS1;RPL23A;RPL27;RPL4;RPL7L1;RPS4X;RTCB;RTRAF;SBDS;SEC61B;SNRPD1;SNRPF;SNU13;SRP19;SUCLG1;TCP1;TRIR;TRMT10C;TXN;UBA1;UBE2I;UBE2L3;XRCC6;YTHDF2;YWHAZ;ZC3H15
clusterset48	mitochondrial_inner_membrane	6.9321e-13	5.1326	ATP5F1B;ATP5F1C;ATP5PB;ATP5PO;COX5A;COX5B;COX6B1;COX7A2;IMMT;MCUB;MRPL15;MRPL20;MRPL40;MRPL51;MRPS12;MRPS15;MRPS23;MRPS26;MTCH1;NDUFA10;NDUFA12;NDUFA8;NDUFB10;NDUFB3;NDUFB8;NDUFS3;NDUFS6;SDHC;TIMM13;TMEM11;TMEM14C;UQCRB;UQCRC2;UQCRFS1
clusterset48	regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_hypoxia	2.2307e-10	13.073	ELOC;PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;UBA52
clusterset48	mitochondrion	2.2307e-10	2.63425	ARL2BP;ATP5F1B;ATP5F1C;ATP5MC3;ATP5PB;ATP5PO;C1QBP;COX5A;COX5B;COX6B1;COX7A2;CWC15;DGUOK;ECHS1;FEZ1;GLRX5;GPX4;HAGH;HAP1;IMMT;MCUB;MDH2;MRPL15;MRPL20;MRPL40;MRPL51;MRPS12;MRPS15;MRPS23;MRPS26;MTCH1;MTX2;NDUFA10;NDUFA12;NDUFA8;NDUFB10;NDUFB3;NDUFB8;NDUFS3;NDUFS6;NDUFS8;NOL7;PIN1;PPP2R1A;RNF5;SCCPDH;SDHC;SUCLG1;TIMM13;TMEM11;TMEM14C;TOMM22;TRMT10C;UBA1;UQCRB;UQCRC2;UQCRFS1;YWHAH;YWHAZ
clusterset48	proteasome_complex	2.32095e-10	14.6508	ADRM1;PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7
clusterset48	NIK/NF-kappaB_signaling	3.08232e-10	14.1624	PPP4C;PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7
clusterset48	regulation_of_cellular_amino_acid_metabolic_process	3.71631e-10	16.0078	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7
clusterset48	regulation_of_hematopoietic_stem_cell_differentiation	6.71199e-10	13.073	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;YTHDF2
clusterset48	anaphase-promoting_complex-dependent_catabolic_process	6.71199e-10	11.4389	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;RNF7;UBA52
clusterset48	negative_regulation_of_G2/M_transition_of_mitotic_cell_cycle	9.03967e-10	14.5256	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7
clusterset48	cytosol	1.18233e-09	1.67001	ACTR10;ADRM1;AHSA1;ARHGAP26;ARL2BP;ARPC1A;ATP6V1D;ATP6V1E1;ATXN10;BANF1;C1QBP;CCT3;CCT4;CCT5;CCT7;CHMP2A;CNBP;COMMD1;COPS5;COPS8;CUEDC2;DGUOK;DNAJC7;EEF1E1;EIF3I;EIF5A;EIF6;ELOC;FNTA;FSCN1;GABRA5;GPX4;HAGH;HAP1;HNRNPDL;ITPKA;KHDRBS1;KRT18;LCP1;LSM5;LSM7;MAP4;MLLT11;MYL6B;MZT2B;NAA20;NDUFA12;NEDD8;NSFL1C;NTRK2;NUDC;OLA1;PAIP1;PCBP1;PCMT1;PDAP1;PFDN5;PIN1;PLEKHJ1;POMP;PPA1;PPP2R1A;PPP4C;PRMT1;PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMG2;RAB11A;RBBP7;RNF7;RNH1;RNPS1;RPL23A;RPL27;RPL4;RPLP1;RPS4X;RRAGA;RTCB;RTRAF;SBDS;SEC61B;SNRPD1;SNRPF;SRP19;SSU72;STUB1;TAGLN2;TALDO1;TCP1;TFG;TRAPPC4;TSG101;TSR3;TUBA1A;TXN;UBA1;UBA52;UBE2D3;UBE2I;UBE2L3;UBE2R2;USP11;VBP1;VPS28;VPS29;XRCC6;YTHDF2;YWHAH;YWHAZ;ZC3H15
clusterset48	tumor_necrosis_factor-mediated_signaling_pathway	3.819e-09	8.91343	KRT18;PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;TNFRSF12A;TNFRSF9
clusterset48	regulation_of_mRNA_stability	4.58048e-09	8.75426	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;UBA52;YTHDF2;YWHAZ
clusterset48	respirasome	5.40142e-09	12.256	NDUFA10;NDUFA12;NDUFA8;NDUFB10;NDUFB3;NDUFB8;NDUFS3;NDUFS6;NDUFS8;UQCRB;UQCRC2;UQCRFS1
clusterset48	extracellular_exosome	1.13476e-08	2.26936	AHSA1;ARPC1A;ARPC5L;ATP5F1B;ATP6V1D;ATP6V1E1;CAP1;CCT3;CCT4;CCT5;CCT7;CD81;CHMP2A;COPS8;DNAJC7;EIF3I;EIF6;FSCN1;GPX4;KRT18;LCP1;MDH2;MYL6B;NEDD8;OLA1;PA2G4;PCBP1;PCMT1;PDCD2;PPA1;PPP1R7;PPP2R1A;PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD2;PSMD3;PSMD7;RAB11A;RNH1;RPL23A;RPL27;RPL4;RPS4X;TAGLN2;TALDO1;TCP1;TMEM59;TSG101;TUBA1A;TUBB;TXN;UBA1;UBA52;UBE2D3;VPS28;YWHAH;YWHAZ
clusterset48	antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_MHC_class_I,_TAP-dependent	1.67628e-08	11.0476	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7
clusterset48	interleukin-1-mediated_signaling_pathway	3.04913e-08	9.23638	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;UBA52
clusterset48	regulation_of_mitotic_cell_cycle_phase_transition	5.34995e-08	9.92888	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7
clusterset48	Wnt_signaling_pathway,_planar_cell_polarity_pathway	1.57583e-07	9.01588	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7
clusterset48	proteasome_regulatory_particle	1.85735e-07	32.6826	PSMC5;PSMD13;PSMD2;PSMD3;PSMD6;PSMD7
clusterset48	SCF-dependent_proteasomal_ubiquitin-dependent_protein_catabolic_process	1.85735e-07	8.81328	PSMA1;PSMA4;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7
