cluster	GOterm	FDR	fold_enrich	GeneIDs
clusterset56	embryonic_skeletal_system_morphogenesis	4.63729e-07	123.74	HOXB6;HOXB7;HOXB8;HOXB9
clusterset56	anterior/posterior_pattern_specification	4.99845e-06	58.3142	HOXB6;HOXB7;HOXB8;HOXB9
clusterset56	sequence-specific_double-stranded_DNA_binding	0.00173821	11.9373	HOXB6;HOXB7;HOXB8;HOXB9
clusterset56	multicellular_organism_development	0.00228628	6.91567	FSTL4;HOXB6;HOXB7;HOXB8;HOXB9
clusterset56	DNA-binding_transcription_factor_activity	0.0028979	9.1247	HOXB6;HOXB7;HOXB8;HOXB9
clusterset56	positive_regulation_of_GTPase_activity	0.00506701	12.7258	ADCYAP1;ARHGEF6;PREX2
clusterset56	DNA-binding_transcription_factor_activity,_RNA_polymerase_II-specific	0.0191401	4.93515	HOXB6;HOXB7;HOXB8;HOXB9
clusterset56	chromatin	0.0191401	4.79975	HOXB6;HOXB7;HOXB8;HOXB9
clusterset56	G_protein-coupled_receptor_signaling_pathway	0.0196432	6.819	ADCYAP1;ARHGEF6;PREX2
clusterset56	regulation_of_transcription,_DNA-templated	0.0261948	4.11797	HOXB6;HOXB7;HOXB8;HOXB9
clusterset56	regulation_of_transcription_by_RNA_polymerase_II	0.0363631	3.63941	HOXB6;HOXB7;HOXB8;HOXB9
