cluster	GOterm	FDR	fold_enrich	GeneIDs
clusterset66	extracellular_space	1.13247e-05	2.5818	ADPRH;ANGPTL2;AXL;BPIFC;CALCB;CCL25;CCL26;CCL7;CD70;CGB7;CPM;CSF1;CSTA;CXCL14;DKK4;FETUB;FGF5;GLIPR1;HGF;HMOX1;IGFL3;IL10;KLK6;KMO;MCAM;MMP12;MSMB;MSMP;MUC13;NODAL;PLAT;PNLIP;PROCR;PTHLH;SERPINB5;SRPX2;ULBP1;ULBP2;WFDC1
clusterset66	extracellular_region	8.88913e-05	2.10274	ADM2;AKR1B10;ANGPTL2;BPIFC;CALCB;CCL25;CCL26;CCL7;CGB7;CLCA2;CPM;CSF1;CXCL14;DKK4;FETUB;FGF5;GLIPR1;HGF;HTN3;IGFL3;IL10;IL1RL1;ISG15;KLK6;LCN15;LY6K;MCAM;MMP12;MSMB;MSMP;MUC13;NECTIN4;NODAL;ODAPH;OTOS;PLAT;PNLIP;PROCR;PRSS23;PTHLH;SERPINB5;SPACA3;SRPX2;THBS2;TNFRSF18;ULBP2;WFDC1
clusterset66	positive_regulation_of_cell_migration	0.000803353	4.46508	CAV1;CCL26;CCL7;CLDN1;CLDN4;CSF1;FOXF1;GPER1;HGF;ITGA5;ITGAV;MCAM;SPHK1
clusterset66	angiogenesis	0.00111703	4.18367	ACVRL1;ADM2;ANGPTL2;CAV1;HAND1;HMOX1;ITGA5;ITGAV;MCAM;PIK3R6;SH2D2A;SOX17;SRPX2
clusterset66	sequence-specific_DNA_binding	0.00111703	3.29642	ELF4;ETV7;FOXE1;FOXF1;FOXI3;FOXL1;GRHL3;HAND1;KLF4;LHX3;MMP12;NKX2-5;NR1D1;POU2F3;PRDM1;SOX17;ZEB2
clusterset66	virus_receptor_activity	0.00126083	8.12353	AXL;CLDN1;CLDN6;ITGA5;ITGAV;NECTIN4;SLC1A5
clusterset66	positive_regulation_of_angiogenesis	0.00126315	5.69702	ACVRL1;ADM2;HGF;HMOX1;ITGB8;NODAL;PIK3R6;RUNX1;SPHK1
clusterset66	keratinization	0.00126315	9.77787	ABCA12;DSC2;KRT75;KRT80;KRTAP19-1;TGM3
clusterset66	embryonic_heart_tube_development	0.00129682	19.1483	HAND1;NKX2-5;NODAL;SOX17
clusterset66	negative_regulation_of_inflammatory_response	0.00129682	7.24531	FOXF1;GPER1;HGF;IL10;KLF4;NR1D1;WFDC1
