clusterset_ID	fc(observed/expected)	p-value	GO_term	gene_IDs
c1	27.93	0.0012292	axon_extension_involved_in_axon_guidance	ALCAM;NRP2;SEMA3A;SLIT2
c1	20.31	0.00256234	calcium_ion-regulated_exocytosis_of_neurotransmitter	DOC2B;RIMS1;RIMS2;RIMS3
c1	14.90	0.00434162	pulmonary_valve_morphogenesis	HEY1;ROBO1;ROBO2;SLIT2
c1	12.41	0.00777441	positive_regulation_of_synaptic_transmission	KCTD13;RIMS1;RIMS2;RIMS3
c1	10.47	0.023706	regulation_of_ARF_protein_signal_transduction	IQSEC1;PSD;PSD3
c1	9.86	0.023706	retinal_ganglion_cell_axon_guidance	ALCAM;ROBO2;SLIT2
c1	9.86	0.023706	mammary_gland_alveolus_development	ERBB4;SOCS2;VEGFA
c1	9.86	0.023706	axonal_fasciculation	NCAM2;NRCAM;SEMA3A
c1	9.86	0.023706	mRNA_destabilization	CNOT6L;FTO;MEX3D
c1	9.31	0.0250661	positive_regulation_of_branching_involved_in_ureteric_bud_morphogenesis	HOXB7;LHX1;VEGFA
c1	8.94	0.0194266	retina_layer_formation	FAT3;LHX1;SLC1A1;TFAP2A
c1	8.82	0.0283629	N-glycan_processing	MGAT4A;ST8SIA2;ST8SIA3
c1	8.38	0.0318335	cell_migration_involved_in_sprouting_angiogenesis	ROBO1;SLIT2;VEGFA
c1	7.98	0.0194266	cellular_response_to_hormone_stimulus	NCOA2;ROBO2;SLIT2;SOCS2
c1	7.98	0.0194266	glutamate_secretion	PPFIA2;RIMS1;SLC1A1;STX1A
c1	7.98	0.0194266	motor_neuron_axon_guidance	ALCAM;LHX1;SEMA3A;SLIT2
c1	7.70	0.0206787	calcium-ion_regulated_exocytosis	RIMS1;RIMS2;RIMS3;STX1A
c1	7.62	0.0359021	regulated_exocytosis	RIMS1;STX1A;SYNGR3
c1	7.62	0.0359021	positive_regulation_of_exocytosis	RAB2B;STX1A;VSNL1
c1	7.38	0.00256234	regulation_of_synaptic_plasticity	CPEB3;FGF14;GRIN2D;JPH3;RIMS1;RIMS2;RIMS3
c1	7.21	0.023706	ventricular_septum_morphogenesis	HEY1;ROBO1;ROBO2;SLIT2
c1	6.70	0.047479	outflow_tract_septum_morphogenesis	NRP2;ROBO1;ROBO2
c1	6.45	0.0487055	regulation_of_synapse_organization	CDH8;GPM6A;SLITRK4
c1	6.45	0.0487055	positive_regulation_of_excitatory_postsynaptic_potential	RIMS1;RIMS2;STX1A
c1	6.35	0.0194266	regulation_of_synaptic_vesicle_exocytosis	CSPG5;PPFIA2;RIMS1;RIMS2;RIMS3
c1	6.21	0.0250661	positive_regulation_of_axonogenesis	PLXNA2;ROBO1;ROBO2;SLIT2
c1	5.94	0.0194266	embryonic_skeletal_system_morphogenesis	HOXA6;HOXA7;HOXB7;HOXB8;HOXB9
