clusterset_ID	fc(observed/expected)	p-value	GO_term	gene_IDs
c1	16.33	0.0134369	negative_regulation_of_erythrocyte_differentiation	HOXA5;LDB1;MAFB
c1	9.68	6.31487e-05	embryonic_skeletal_system_morphogenesis	HOXA5;HOXA7;HOXA9;HOXB7;HOXB8;HOXB9;HOXC9;HOXD9
c1	9.47	0.0135407	proximal/distal_pattern_formation	HOXA9;HOXB9;HOXC9;HOXD9
c1	9.07	0.00147973	embryonic_skeletal_system_development	HOXA5;HOXA9;HOXB9;HOXC6;HOXC9;HOXD9
c1	9.07	0.0489988	regulation_of_neuron_migration	NTNG1;SCRT2;SOX14
c1	7.56	0.0107749	positive_regulation_of_axonogenesis	METRN;NGFR;PLXNA2;ROBO1;SEMA4D
c1	6.37	6.31487e-05	anterior/posterior_pattern_specification	HOXA5;HOXA7;HOXA9;HOXB7;HOXB8;HOXB9;HOXC6;HOXC9;HOXD9;MLLT3;TSHZ1
c1	3.51	0.00147973	axon_guidance	CDH4;DRAXIN;EFNA5;EFNB2;EPHA5;GBX2;GFRA2;NGFR;NRXN3;RELN;ROBO1;SEMA3C;SEMA4D;SLIT1
c1	3.50	0.0489988	anatomical_structure_morphogenesis	EFNB2;FGF18;IGF2BP3;ONECUT1;SMAD1;SOX14;SOX21
c1	3.11	0.0489988	animal_organ_morphogenesis	FGF18;GREM2;MEIS1;NTNG1;STX2;TLE1;TMEFF2;TMEM176B
c1	2.92	3.4555e-05	nervous_system_development	CRIM1;EFNA5;EFNB2;EPHA5;FGF11;GBX2;GFRA2;IGF2BP3;LDB1;LIMK1;METRN;MSI1;MYLIP;NES;NGFR;NTNG1;POU3F2;RAPGEF5;ROBO1;SEMA3C;SEMA4D;SLIT1;SOX14;SRGAP2B;TCF4;UNC119;ZC4H2;ZEB2
c1	2.33	3.4555e-05	multicellular_organism_development	ADA2;ARHGAP24;CCBE1;CDH10;CDH24;CSRP2;DRAXIN;EFNA5;EFNB2;EPHA5;GREM2;HOXA5;HOXA7;HOXA9;HOXB7;HOXB8;HOXB9;HOXC6;HOXC8;HOXC9;HOXD9;IRX3;LDB1;MEIS1;METRN;NES;NGFR;NHLH2;NTNG1;PHC2;PRKX;RELN;ROBO1;SEMA3C;SEMA4D;SHB;SIAH2;SLIT1;TLE1;TSHZ1;WNT5B;ZC4H2
c1	1.82	0.0246937	cell_differentiation	ARHGAP24;CSRP2;EFNA5;EFNB2;ELF2;FAM210B;FGF18;METRN;NGFR;NHLH2;NTNG1;ONECUT1;POU3F2;PRKX;RAI14;ROBO1;RXRG;SEMA3C;SEMA4D;SHB;SLIT1;SMAD1;SOX14;SOX21;STX2;TCF4;TMEM176B;ZC4H2
c1	1.77	0.00182572	regulation_of_transcription_by_RNA_polymerase_II	ARID3A;BBX;CREBRF;ELF2;ESRRG;FOXO3;GBX2;HDGF;HMGB2;HOXA5;HOXA7;HOXA9;HOXB7;HOXB8;HOXB9;HOXC6;HOXC8;HOXC9;HOXD9;HSF1;IRX2;IRX3;KLF10;LDB1;MAFB;MEIS1;MNAT1;MXI1;NHLH2;ONECUT1;PAM;POU3F2;RCOR2;RXRG;SATB1;SLC2A4RG;SMAD1;SOX21;TCF4;TFDP2;TOX3;TSHZ1;ZBTB8A;ZC3H8;ZEB2;ZNF414;ZNF83
c1	1.71	0.0284342	positive_regulation_of_transcription_by_RNA_polymerase_II	ARID3A;CREBRF;ESRRG;FOXO3;GBX2;HMGB2;HOXA5;HOXA7;HOXA9;HOXB7;HOXB9;HOXD9;HSF1;IER2;KAT8;KLF10;LDB1;MAFB;MEIS1;NHLH2;ONECUT1;POU3F2;RGMA;RXRG;SMAD1;SOX21;TCF4;TFDP2;THAP3;TOX3;UXT;ZEB2
c1	1.67	0.0170903	regulation_of_transcription,_DNA-templated	ARID3A;CREBRF;ELF2;ESRRG;FOXO3;GBX2;HOXA5;HOXA7;HOXA9;HOXB7;HOXB8;HOXB9;HOXC6;HOXC8;HOXC9;HOXD9;HSF1;IRX2;IRX3;KAT8;KLF10;LDB1;LRIF1;MAFB;MEIS1;MLLT3;MNAT1;ONECUT1;POU3F2;RXRG;SAP30;SCRT2;SLC2A4RG;SMAD1;SOX14;SOX21;TFDP2;TLE1;ZNF83

c2	22.99	0.00283138	glutamate_receptor_signaling_pathway	GRIA3;GRID2;GRIN2A
c2	18.39	0.00342897	cellular_response_to_glucocorticoid_stimulus	ADCYAP1;HEY1;SSTR2
c2	16.91	0.00226012	regulation_of_NMDA_receptor_activity	CRHBP;GRIA3;GRIN2A;MEF2C
c2	15.99	0.00404352	ionotropic_glutamate_receptor_signaling_pathway	GRIA3;GRID2;GRIN2A
