clusterset_ID	fc(observed/expected)	p-value	GO_term	gene_IDs
c1	16.33	0.0134369	negative_regulation_of_erythrocyte_differentiation	HOXA5;LDB1;MAFB
c1	9.68	6.31487e-05	embryonic_skeletal_system_morphogenesis	HOXA5;HOXA7;HOXA9;HOXB7;HOXB8;HOXB9;HOXC9;HOXD9
c1	9.47	0.0135407	proximal/distal_pattern_formation	HOXA9;HOXB9;HOXC9;HOXD9
c1	9.07	0.00147973	embryonic_skeletal_system_development	HOXA5;HOXA9;HOXB9;HOXC6;HOXC9;HOXD9
c1	9.07	0.0489988	regulation_of_neuron_migration	NTNG1;SCRT2;SOX14
c1	7.56	0.0107749	positive_regulation_of_axonogenesis	METRN;NGFR;PLXNA2;ROBO1;SEMA4D
c1	6.37	6.31487e-05	anterior/posterior_pattern_specification	HOXA5;HOXA7;HOXA9;HOXB7;HOXB8;HOXB9;HOXC6;HOXC9;HOXD9;MLLT3;TSHZ1
c1	3.51	0.00147973	axon_guidance	CDH4;DRAXIN;EFNA5;EFNB2;EPHA5;GBX2;GFRA2;NGFR;NRXN3;RELN;ROBO1;SEMA3C;SEMA4D;SLIT1
c1	3.50	0.0489988	anatomical_structure_morphogenesis	EFNB2;FGF18;IGF2BP3;ONECUT1;SMAD1;SOX14;SOX21
c1	3.11	0.0489988	animal_organ_morphogenesis	FGF18;GREM2;MEIS1;NTNG1;STX2;TLE1;TMEFF2;TMEM176B

c2	22.99	0.00283138	glutamate_receptor_signaling_pathway	GRIA3;GRID2;GRIN2A
c2	18.39	0.00342897	cellular_response_to_glucocorticoid_stimulus	ADCYAP1;HEY1;SSTR2
c2	16.91	0.00226012	regulation_of_NMDA_receptor_activity	CRHBP;GRIA3;GRIN2A;MEF2C
c2	15.99	0.00404352	ionotropic_glutamate_receptor_signaling_pathway	GRIA3;GRID2;GRIN2A
c2	15.33	0.00226012	cAMP-mediated_signaling	ADCY2;ADCYAP1;ADCYAP1R1;GAL
c2	14.01	0.00276805	cellular_response_to_estradiol_stimulus	CRHBP;EGFR;SSTR2;ZNF703
c2	13.62	0.00557312	activation_of_phospholipase_C_activity	ADCYAP1R1;BDNF;EGFR
c2	13.38	0.000366288	positive_regulation_of_synapse_assembly	BDNF;CBLN2;CLSTN2;GRID2;LRRN1;LRRTM3
c2	13.14	0.00570509	B_cell_receptor_signaling_pathway	MEF2C;RFTN1;VAV3
c2	11.87	0.00742484	positive_regulation_of_cell-substrate_adhesion	PTN;RSU1;VWC2

c3	22.26	0.000184136	proximal/distal_pattern_formation	HOXA9;HOXB9;HOXC9;HOXD9
c3	21.33	0.00176621	regulation_of_neuron_migration	NTNG1;SCRT2;SOX14
c3	19.91	8.64448e-07	embryonic_skeletal_system_morphogenesis	HOXA7;HOXA9;HOXB7;HOXB8;HOXB9;HOXC9;HOXD9
c3	19.20	0.00211429	negative_regulation_of_myeloid_cell_differentiation	HOXA9;HOXB8;MEIS1
c3	17.78	6.07201e-05	embryonic_skeletal_system_development	HOXA9;HOXB9;HOXC6;HOXC9;HOXD9
c3	12.26	8.64448e-07	anterior/posterior_pattern_specification	HOXA7;HOXA9;HOXB7;HOXB8;HOXB9;HOXC6;HOXC9;HOXD9;TSHZ1
c3	12.00	0.00758203	mammary_gland_development	HOXA9;HOXB9;HOXD9
c3	9.60	0.0136324	negative_chemotaxis	EFNA5;SEMA3C;SLIT3
c3	8.98	0.00418544	negative_regulation_of_catalytic_activity	CRIM1;NES;PPP1R17;TXNIP
c3	7.05	0.00115413	anatomical_structure_morphogenesis	EFNB2;FGF18;IGF2BP3;ONECUT1;SOX14;SOX21

c4	25.83	0.00130732	definitive_hemopoiesis	HOXB3;HOXB4;MEIS1
c4	22.79	0.00175623	regulation_of_insulin_secretion_involved_in_cellular_response_to_glucose_stimulus	EPHA5;HMGN3;SYBU
c4	20.39	0.00226833	N-glycan_processing	MGAT4A;ST8SIA2;ST8SIA4
c4	20.09	1.11716e-06	embryonic_skeletal_system_morphogenesis	HOXA4;HOXB3;HOXB4;HOXB6;HOXB7;HOXB8;HOXC4
c4	17.61	0.00327186	myeloid_cell_differentiation	HOXB7;NCOA6;PRKX
c4	12.36	1.11716e-06	anterior/posterior_pattern_specification	HOXA4;HOXB3;HOXB4;HOXB6;HOXB7;HOXB8;HOXC4;MLLT3;TSHZ1
c4	11.07	0.00933475	dendrite_morphogenesis	DSCAM;SDC2;SLITRK5
c4	9.22	0.0149147	heterophilic_cell-cell_adhesion_via_plasma_membrane_cell_adhesion_molecules	CDH4;TENM1;TENM2
c4	9.01	0.000607765	ephrin_receptor_signaling_pathway	ANKS1B;EFNB2;EPHA5;EPHA8;EPHB6;SDC2
