cluster	GOterm	FDR	fold_enrich	GeneIDs
clusterset364	mitochondrial_inner_membrane	7.70127e-14	6.71036	ATP5F1A;ATP5F1B;ATP5F1C;ATP5PB;ATP5PO;AURKAIP1;COX5A;COX5B;COX6A1;COX6C;IMMT;MRPL15;MRPL20;MRPL51;MRPS15;MRPS26;NDUFA10;NDUFA12;NDUFA8;NDUFB10;NDUFB3;NDUFB7;NDUFS3;NDUFS6;NDUFV2;TIMM13;UQCRC2;UQCRFS1;UQCRH
clusterset364	proteasome_complex	1.82277e-12	22.2293	ADRM1;PSMA1;PSMA7;PSMB1;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD4;PSMD6;PSMD7
clusterset364	respirasome	2.56776e-12	20.4926	NDUFA10;NDUFA12;NDUFA8;NDUFB10;NDUFB3;NDUFB7;NDUFS3;NDUFS6;NDUFS8;NDUFV2;UQCRC2;UQCRFS1;UQCRH
clusterset364	regulation_of_cellular_amino_acid_metabolic_process	2.56776e-12	24.2128	PSMA1;PSMA7;PSMB1;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD4;PSMD6;PSMD7
clusterset364	mitochondrion	2.56776e-12	3.272	ATP5F1A;ATP5F1B;ATP5F1C;ATP5MC3;ATP5PB;ATP5PO;AURKAIP1;COX5A;COX5B;COX6A1;COX6C;CWC15;DGUOK;ECHS1;FEZ1;GLRX5;HAGH;IMMT;MDH2;MRPL15;MRPL20;MRPL51;MRPS15;MRPS26;MTX2;NDUFA10;NDUFA12;NDUFA8;NDUFB10;NDUFB3;NDUFB7;NDUFS3;NDUFS6;NDUFS8;NDUFV2;NOL7;PIN1;PPP2R1A;RNF5;SCCPDH;SUCLG1;TIMM13;TOMM22;UBA1;UQCRC2;UQCRFS1;UQCRH;YWHAH
clusterset364	regulation_of_hematopoietic_stem_cell_differentiation	2.89246e-12	19.8716	PSMA1;PSMA7;PSMB1;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD4;PSMD6;PSMD7;YTHDF2
clusterset364	negative_regulation_of_G2/M_transition_of_mitotic_cell_cycle	5.9076e-12	22.0117	PSMA1;PSMA7;PSMB1;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD4;PSMD6;PSMD7
clusterset364	regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_hypoxia	5.9076e-12	18.4722	ELOC;PSMA1;PSMA7;PSMB1;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD4;PSMD6;PSMD7
clusterset364	RNA_binding	9.64529e-12	3.22501	ATP5F1A;ATP5F1C;CCT4;CWC15;DTD1;EIF1B;EIF3I;ERH;FAM32A;FSCN1;HDAC2;IMMT;KHDRBS1;LSM7;MDH2;MRPL15;MRPL20;MRPS15;MRPS26;NOL7;NUCKS1;PA2G4;PAIP1;PCBP1;PDAP1;POP7;PRMT1;PSMA1;PSMD4;RBBP7;RNPS1;RPL4;RPL7L1;RTCB;RTRAF;SBDS;SNRPF;SNU13;SRP19;SUCLG1;TXN;UBA1;UBE2I;XRCC6;YTHDF2;ZC3H15
clusterset364	NIK/NF-kappaB_signaling	1.66743e-11	19.8466	PSMA1;PSMA7;PSMB1;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD4;PSMD6;PSMD7
clusterset364	anaphase-promoting_complex-dependent_catabolic_process	3.00416e-11	15.9942	PSMA1;PSMA7;PSMB1;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD4;PSMD6;PSMD7;RNF7
clusterset364	antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_MHC_class_I,_TAP-dependent	1.116e-10	16.8145	PSMA1;PSMA7;PSMB1;PSMB2;PSMB5;PSMB6;PSMC5;PSMD13;PSMD2;PSMD4;PSMD6;PSMD7
clusterset364	NADH_dehydrogenase_(ubiquinone)_activity	2.42012e-10	22.9288	NDUFA10;NDUFA12;NDUFA8;NDUFB10;NDUFB3;NDUFB7;NDUFS3;NDUFS6;NDUFS8;NDUFV2
