cluster	GOterm	FDR	fold_enrich	GeneIDs
clusterset341	extracellular_space	5.23522e-06	2.48479	A2M;ANGPTL1;APOL1;ASIP;BTC;C5;CCL18;CLEC18A;CLEC18B;CLEC18C;COL12A1;COL3A1;COL4A1;COL8A1;CPA1;CPM;EREG;F3;HAPLN3;IGFBP3;IL16;IL34;IL6R;INHBE;LEFTY2;LGALS9;LIF;LOXL2;MERTK;MFAP4;OAS3;OGN;PCSK5;POMC;RARRES2;REG3G;SOD3;SPINK1;SSC5D;TGFB3;TGFBI;TLE2;VCAM1;WFDC3
clusterset341	extracellular_region	1.10444e-05	2.09864	A2M;ADM2;ANGPTL1;APOL1;APOL6;ARSI;ASIP;BTBD17;BTC;C5;CCL18;CLEC18A;CLEC18B;CLEC18C;COL12A1;COL3A1;COL4A1;COL8A1;CPA1;CPM;EREG;EVA1C;F3;FCMR;HAPLN3;IGFBP3;IL16;IL1R1;IL34;IL4I1;IL6R;INHBE;ISLR;LEFTY2;LGALS9;LIF;LOXL2;MFAP4;MUC15;NECTIN4;OGN;PAPLN;PCSK5;PDGFRL;POMC;RARRES2;REG3G;SOD3;SPINK1;SSC5D;TGFB3;TGFBI;THBS2;TREM2;WFDC3
clusterset341	collagen-containing_extracellular_matrix	3.7488e-05	3.9804	A2M;ANGPTL1;COL12A1;COL3A1;COL4A1;COL8A1;F3;INHBE;LEFTY2;LGALS9;LOXL2;MFAP4;OGN;RARRES2;SOD3;SSC5D;TGFB3;TGFBI;THBS2
clusterset341	immune_system_process	0.0001862	3.24717	APOBEC3B;C5;CD79B;CRTAM;FCMR;ICOSLG;IL34;IL4I1;INAVA;ISG20;LGALS9;NLRC5;NOD1;OAS3;PSMB9;PSTPIP1;RNF135;SSC5D;TEC;TNFRSF14;TRIM38
clusterset341	innate_immune_response	0.00217673	3.09254	APOBEC3B;APOL1;C5;IL34;INAVA;ISG20;NLRC5;NOD1;OAS3;PSTPIP1;RARRES2;RNF135;SSC5D;TNFRSF14;TREM2;TRIM38;WFDC3
clusterset341	growth_factor_activity	0.00217673	4.88296	BTC;EREG;IL34;INHBE;LEFTY2;LIF;MACC1;OGN;OSGIN1;TGFB3
clusterset341	cell_adhesion	0.00361708	2.48479	ACKR3;AMIGO2;CLDN1;CLDN4;COL12A1;COL8A1;CRTAM;CYP1B1;HAPLN3;HES5;ISLR;ITGB7;LOXL2;MFAP4;NECTIN4;PARVG;PGM5;PSTPIP1;ROM1;TGFBI;THBS2;VCAM1
clusterset341	defense_response_to_Gram-positive_bacterium	0.00361708	8.11791	IL6R;NOD1;RARRES2;REG3G;SSC5D;TNFRSF14
clusterset341	visual_perception	0.00361708	4.01335	ABCC6;CLRN1;CYP1B1;EPAS1;GPR143;GUCY2F;MYO3A;PDE6G;RDH5;ROM1;TGFBI
clusterset341	positive_regulation_of_interleukin-6_production	0.00385063	6.31393	AIF1;EREG;IL16;IL6R;INAVA;LGALS9;NOD1
clusterset341	defense_response_to_Gram-negative_bacterium	0.00626861	9.01991	IL6R;RARRES2;SLC11A1;SSC5D;TNFRSF14
clusterset341	response_to_progesterone	0.00707221	8.54517	CATSPERB;CLDN4;FOSB;FOSL1;TGFB3
clusterset341	peptidoglycan_binding	0.00707221	21.6478	NOD1;REG3G;TREM2
clusterset341	positive_regulation_of_cell_division	0.00817683	8.11791	BTC;EREG;HTR2B;MACC1;TGFB3
clusterset341	angiogenesis	0.0208794	3.07921	ACKR3;ADM2;ANGPTL1;COL4A1;COL8A1;CYP1B1;EPAS1;EREG;ID1;KLF5;TGFBI
clusterset341	polysaccharide_binding	0.0221359	13.9164	CLEC18A;CLEC18B;CLEC18C
clusterset341	positive_regulation_of_chemotaxis	0.0221359	13.9164	AIF1;RARRES2;TREM2
clusterset341	smooth_muscle_contraction	0.0253922	12.9887	ADRA1A;HTR1D;HTR2B
clusterset341	female_pregnancy	0.0253922	4.81062	CLDN4;FOSB;FOSL1;LGALS9;PCSK5;TGFB3
clusterset341	chemotaxis	0.0253922	4.13276	ACKR3;C5;CCL18;FOSL1;IL16;LGALS9;RARRES2
clusterset341	inflammatory_response	0.0302406	2.6689	AIF1;BLNK;C5;CCL18;IL1R1;IL34;LGALS9;NOD1;PSTPIP1;RARRES2;REG3G;SLC11A1
clusterset341	negative_regulation_of_viral_genome_replication	0.0324189	7.21592	BTBD17;ISG20;OAS3;PARP10
