clusterset_ID	fc(observed/expected)	p-value	GO_term	gene_IDs
c1	19.74	0.00484969	calcium_ion_transmembrane_import_into_cytosol	ATP2B4;GRIN2A;GRIN2B
c1	15.36	0.00826359	excitatory_chemical_synaptic_transmission	GRIN2A;GRIN2B;PTCHD1
c1	14.02	3.10275e-05	synaptic_membrane_adhesion	GPC6;LRFN5;LRRC4C;NLGN1;PCDH17;SLITRK1;SLITRK2
c1	13.55	0.000831704	axonal_fasciculation	CNR1;CNTN4;NCAM2;SEMA3A;TNFRSF21
c1	12.56	0.0124075	ganglioside_biosynthetic_process	ST8SIA2;ST8SIA3;ST8SIA4
c1	11.52	0.00484969	neuron_cell-cell_adhesion	CNTN4;NCAM2;NLGN1;NRXN3
c1	11.52	0.00484969	glutamate_receptor_signaling_pathway	GRIA4;GRIN2A;GRIN2B;KCNB1
c1	11.52	0.0140589	regulation_of_long-term_synaptic_potentiation	CALB1;CYP46A1;SHANK3
c1	10.63	0.0164858	positive_regulation_of_glycogen_biosynthetic_process	DYRK2;IRS1;IRS2
c1	10.24	0.00672837	sialylation	ST6GAL2;ST8SIA2;ST8SIA3;ST8SIA4
c1	9.87	0.0194326	negative_regulation_of_epithelial_cell_migration	DAB2IP;PTPRG;SEMA3A
c1	9.87	0.0194326	regulation_of_protein_kinase_B_signaling	NTRK2;NTRK3;SESN3
c1	9.70	0.00771197	N-glycan_processing	MGAT4A;ST8SIA2;ST8SIA3;ST8SIA4
c1	9.21	0.0213884	positive_regulation_of_neuron_migration	DAB2IP;NSMF;SEMA3A
c1	9.21	0.0213884	synaptic_transmission,_GABAergic	GABRA2;GABRG3;TPBG
c1	8.92	0.00138615	regulation_of_presynapse_assembly	GPC6;LRFN5;LRRTM1;NTRK3;SLITRK1;SLITRK2
c1	8.78	0.00947051	oligosaccharide_metabolic_process	ST6GAL2;ST8SIA2;ST8SIA3;ST8SIA4
c1	8.64	0.0227155	response_to_corticosterone	FOS;NTRK3;TRH
c1	8.64	0.0227155	regulation_of_metabolic_process	CNR1;NTRK2;S1PR1
c1	8.64	0.0227155	negative_regulation_of_cell-matrix_adhesion	AJAP1;BCL6;HOXA7
c1	8.23	0.00484969	cell_development	ARID5B;CYB5R4;IRX2;IRX3;IRX5
c1	8.13	0.00214967	long-term_memory	ADCY1;CALB1;CAMK4;LDLR;PTCHD1;RGS14
c1	8.13	0.0255708	transmission_of_nerve_impulse	CACNG2;NFASC;S1PR1
c1	8.01	0.0120772	ionotropic_glutamate_receptor_signaling_pathway	GRIA2;GRIA4;GRIN2A;GRIN2B
c1	8.01	0.0120772	synaptic_vesicle_exocytosis	CADPS;CPLX2;PIP5K1C;TRIM9
c1	7.94	0.00504329	regulation_of_NMDA_receptor_activity	GRIA2;GRIA4;GRIN2A;GRIN2B;NLGN1
c1	7.68	0.0285428	adrenal_gland_development	ARID5B;CITED2;WNT4
c1	7.68	0.0285428	lung_morphogenesis	MAP2K1;SPRY2;STK40
c1	7.54	0.000135124	positive_regulation_of_synapse_assembly	ADGRB3;ADGRL2;ASIC2;CLSTN2;NLGN1;NTRK2;SLITRK1;SLITRK2;TPBG
c1	7.37	0.0140589	negative_regulation_of_Ras_protein_signal_transduction	DAB2IP;RAPGEF1;SPRY2;TRIM67
c1	7.37	0.0140589	decidualization	CITED2;JUNB;PTN;STC1
c1	7.27	0.0324671	positive_regulation_of_CREB_transcription_factor_activity	ADCY1;EPHA5;RPS6KA5
c1	7.20	0.00717291	cell-cell_adhesion_via_plasma-membrane_adhesion_molecules	CDH10;CDH12;CDH18;CDH8;MMP24
c1	7.17	0.00138615	long-term_synaptic_potentiation	GRIN2A;GRIN2B;NLGN1;NTRK2;PTN;RGS14;SHANK3
c1	7.09	0.015251	regulation_of_synapse_organization	CDH8;PTPRO;SLITRK1;SLITRK2
c1	6.98	0.00771197	cell-cell_junction_assembly	CDH10;CDH12;CDH18;CDH8;CTNND2
c1	6.91	0.0361452	regulation_of_dendrite_morphogenesis	ADGRB3;HECW1;NSMF
c1	6.83	0.0168827	peripheral_nervous_system_development	ASIC2;CITED2;NFASC;SERPINI1
c1	6.58	0.0394771	regulation_of_dendritic_spine_morphogenesis	LZTS3;PPFIA2;SHANK3
c1	6.40	0.00956605	positive_regulation_of_axonogenesis	MAP2K1;NTRK2;PLXNA1;ROBO1;SLITRK1
c1	6.32	0.00248581	regulation_of_synaptic_plasticity	CALB1;CNTN4;FGF14;GRIN2A;GRIN2B;PTN;SHANK3
c1	6.23	0.0105563	calcium-dependent_cell-cell_adhesion_via_plasma_membrane_cell_adhesion_molecules	CDH10;CDH12;CDH18;CDH8;NLGN1
c1	6.14	0.00532751	regulation_of_signal_transduction	GLRX2;GPC3;GPC6;MGLL;SPRY2;TSPYL2
c1	5.76	0.0233529	positive_regulation_of_cell-substrate_adhesion	EDIL3;ITGA6;PTN;SPOCK2
c1	5.66	0.00444452	synapse_organization	ADGRL2;CTNND2;LRRTM1;LRRTM4;NFASC;NLGN1;PPFIA2
c1	5.42	0.00248581	negative_regulation_of_neuron_projection_development	B2M;EFNB2;PAQR3;PTPRG;PTPRO;RGMA;SEMA3A;SPOCK1
c1	5.12	0.032208	negative_regulation_of_MAP_kinase_activity	DAB2IP;PAQR3;RGS14;SPRY2
c1	4.98	0.0341234	synaptic_vesicle_endocytosis	NLGN1;PIP5K1C;RAB27B;SYT5
c1	4.80	0.0213884	cellular_response_to_cAMP	EZR;HCN2;IGFBP5;RAPGEF1;STC1
c1	4.73	0.0390568	skeletal_system_morphogenesis	ARID5B;FGFR2;HOXB8;HOXD8
c1	4.61	0.0140589	learning_or_memory	B2M;CALB1;CNR1;GRIN2A;GRIN2B;SHANK3
c1	4.61	0.0227155	regulation_of_postsynaptic_membrane_potential	FGF14;GABRA2;GABRG3;GRIN2A;KCND2
c1	4.53	0.0144952	negative_regulation_of_epithelial_cell_proliferation	B2M;DAB2IP;FGFR2;GPC3;IFT57;PTN
c1	4.49	0.00059624	positive_regulation_of_neuron_projection_development	CNR1;DAB2IP;EPHA3;FUT9;ITGA6;NTRK2;NTRK3;PTN;RAPGEF1;RGMA;SERPINI1;TRIM67
c1	4.49	0.0443966	adherens_junction_organization	CDH10;CDH12;CDH18;CDH8
c1	4.46	0.015251	learning	GRIN2A;NRXN3;NTRK2;PTN;RGS14;SHANK3
c1	4.10	0.00826359	regulation_of_GTPase_activity	ADAP1;BCL6;DAB2IP;EPHA3;EPHA5;NTRK2;PLXNA1;SBF1
