clusterset_ID	fc(observed/expected)	p-value	GO_term	gene_IDs
clusterset297

clusterset299

clusterset300

clusterset301

clusterset302

clusterset303

clusterset304

clusterset317

clusterset319

clusterset321

clusterset324

clusterset325

clusterset340	5.47	0.00740357	membrane_fission	CHMP4B;CORO1C;SH3GLB1;SPAST;TMCC1
clusterset340	5.47	0.00740357	citrate_metabolic_process	ACLY;ACO1;ACO2;CS;IREB2
clusterset340	4.69	0.00744242	positive_regulation_of_miRNA_mediated_inhibition_of_translation	AGO2;DDX6;EIF4E2;EIF4G1;STAT3;TNRC6B
clusterset340	4.69	0.00744242	response_to_fungicide	EHMT1;EHMT2;KDM1A;KDM5B;KDM6B;SRD5A1
clusterset340	4.56	0.0245267	isocitrate_metabolic_process	ACO2;IDH1;IDH2;IDH3B;IDH3G
clusterset340	4.56	0.0245267	modulation_by_virus_of_host_cellular_process	KPNA1;KPNA2;KPNA3;KPNA5;KPNB1
clusterset340	4.56	0.0245267	SMAD_protein_complex_assembly	EID2;FKBP1A;SMAD1;SMAD2;SMAD4
clusterset340	4.26	1.20569e-05	alternative_mRNA_splicing,_via_spliceosome	CDK13;DDX17;DHX9;HNRNPM;KDM1A;PQBP1;RBM17;RSRC1;SCNM1;SFPQ;SFSWAP;SLU7;SRSF1;SRSF6
clusterset340	4.10	0.0186274	insulin_secretion_involved_in_cellular_response_to_glucose_stimulus	CCDC186;PTPRN2;RAB11B;RAB11FIP2;RAF1;SELENOT
clusterset340	4.10	0.0186274	histone_H3-K36_methylation	NSD1;NSD2;NSD3;SETD2;SETD3;SMYD2
clusterset340	3.98	0.00556195	microtubule_organizing_center_organization	CLASP1;CLASP2;FBXW11;GCC2;HAUS2;NUMA1;PAFAH1B1;SDCCAG8
clusterset340	3.83	0.0138718	negative_regulation_of_telomere_maintenance_via_telomere_lengthening	ERCC4;MCRS1;PARP1;TERF1;TERF2;TNKS;TNKS2
clusterset340	3.83	0.0138718	dendritic_spine_maintenance	CTTN;FYN;IGF1R;INSR;MTMR2;PICK1;PRNP
clusterset340	3.83	8.0214e-05	stress_granule_assembly	ATXN2;ATXN2L;BICD1;C9orf72;DDX3X;DDX6;DYNC1H1;EIF2S1;G3BP1;G3BP2;LSM14A;OGFOD1;PRRC2C;UBAP2L
clusterset340	3.76	0.000956571	regulation_of_autophagy_of_mitochondrion	ATP13A2;BNIP3L;CSNK2A2;CTTN;DNM1L;FBXW7;GSK3A;HAX1;HTRA2;PINK1;SREBF2
clusterset340	3.72	1.20569e-05	RNA_splicing,_via_transesterification_reactions	BCAS2;GEMIN2;KHSRP;MPHOSPH10;PRPF4;PRPF6;PRPF8;SF3A3;SF3B1;SF3B3;SF3B4;SLU7;SNRNP40;SRRM1;SRSF10;SRSF4;TRA2B
clusterset340	3.65	0.0363568	production_of_siRNA_involved_in_RNA_interference	AGO2;DICER1;MRPL44;PRKRA;TSN;TSNAX
clusterset340	3.65	0.0363568	negative_regulation_of_insulin_secretion_involved_in_cellular_response_to_glucose_stimulus	ENY2;FKBP1B;HMGCR;JAGN1;MAP4K4;PIM3
clusterset340	3.65	0.0363568	negative_regulation_of_cAMP-dependent_protein_kinase_activity	PKIA;PKIB;PKIG;PRKAR1A;PRKAR2A;PRKAR2B
clusterset340	3.65	0.0363568	regulation_of_DNA-templated_transcription,_elongation	ERCC6;HTATSF1;SETD5;SUPT5H;TSFM;ZNF326
clusterset340	3.65	0.000685948	regulation_of_mRNA_splicing,_via_spliceosome	C9orf78;KHDRBS3;LARP7;RBM23;RBM39;SON;SRPK1;SRPK2;SRSF10;SRSF3;TIA1;YTHDC1
clusterset340	3.52	0.00736818	positive_regulation_of_RNA_splicing	HABP4;HSPA1A;PIK3R1;RBM22;SETX;SLC38A2;SRSF1;SRSF5;ZPR1
clusterset340	3.52	0.00736818	negative_regulation_of_translational_initiation	AGO2;EIF2AK4;EIF3E;EIF4EBP1;EIF4EBP2;LARP1;PAIP2;RBM4;TPR
clusterset340	3.48	0.0259113	calcium_import_into_the_mitochondrion	MCUR1;MICU1;MICU2;MICU3;OPA1;SLC25A23;SMDT1
clusterset340	3.19	0.0415315	fatty-acyl-CoA_biosynthetic_process	ACACA;ACLY;CBR4;FASN;SCD;SCD5;SLC25A1
clusterset340	3.13	0.00381056	mRNA_splice_site_selection	CELF1;LUC7L;LUC7L2;LUC7L3;PTBP2;RBMX;SETX;SRSF1;SRSF10;SRSF5;SRSF6;YTHDC1
clusterset340	3.13	0.0283277	tail-anchored_membrane_protein_insertion_into_ER_membrane	BAG6;EMC10;EMC2;EMC3;EMC7;EMC8;MMGT1;SGTA
clusterset340	3.13	0.0283277	positive_regulation_of_transcription_elongation_from_RNA_polymerase_II_promoter	BRD4;CDK13;EAPP;GTF2F1;LEO1;SUPT16H;SUPT6H;TCERG1
clusterset340	3.09	0.00266044	mitochondrial_calcium_ion_transmembrane_transport	MCUR1;MICU1;MICU2;MICU3;PARL;PHB;PHB2;PMPCA;PMPCB;SLC25A23;SMDT1;SPG7;YME1L1
clusterset340	3.04	0.0127626	purine_nucleotide_biosynthetic_process	ATIC;GART;GMPR2;GMPS;HPRT1;IMPDH1;IMPDH2;PRPS1;PRPSAP1;PRPSAP2
clusterset340	3.01	0.00793154	microtubule_nucleation	AKAP9;BLOC1S2;CLASP1;CLASP2;CSNK1D;GOLGA2;RANBP9;SLAIN2;TUBG1;TUBGCP2;TUBGCP4
clusterset340	2.95	0.00266044	mRNA_cis_splicing,_via_spliceosome	PRPF40A;PRPF4B;RBM22;RBM4;SRSF1;SRSF10;SRSF2;SRSF3;SRSF4;SRSF5;SRSF6;SRSF7;SRSF8;WBP11
clusterset340	2.92	0.00104613	negative_regulation_of_proteasomal_ubiquitin-dependent_protein_catabolic_process	BAG5;BAG6;CAMLG;DDRGK1;EIF3H;GIPC1;MAP1A;N4BP1;NOP53;RYBP;SMARCC1;TLK2;UBXN1;UCHL5;USP7;WAC
clusterset340	2.92	0.0420028	nucleosome_disassembly	ARID1A;HMGA1;SMARCA4;SMARCC1;SMARCC2;SMARCD1;SMARCD3;SUPT16H
clusterset340	2.92	0.0420028	regulation_of_protein_kinase_A_signaling	AIP;AKAP1;AKAP6;PJA1;PJA2;PRKAR1A;PRKAR2A;PRKAR2B
clusterset340	2.90	0.0283277	positive_regulation_of_telomere_capping	HNRNPD;MAP2K7;MAPK1;MAPK3;MAPKAPK5;NABP2;PKIB;TNKS;TNKS2
clusterset340	2.90	0.0283277	negative_regulation_of_endoplasmic_reticulum_stress-induced_intrinsic_apoptotic_signaling_pathway	BCL2L1;CREB3;GRINA;HERPUD1;HSPA1A;OPA1;PTPN1;SELENOS;TXNDC12
clusterset340	2.82	0.00104613	tricarboxylic_acid_cycle	ACO1;ACO2;CS;FAHD1;FH;IDH1;IDH2;IDH3B;IDH3G;IREB2;MDH1;ME2;NNT;PDHB;SDHA;SDHB;SUCLA2
clusterset340	2.81	0.000719578	regulation_of_cholesterol_biosynthetic_process	ACACA;DHCR7;ELOVL6;FASN;FDFT1;FDPS;GGPS1;HMGCR;HMGCS1;IDI1;KPNB1;LSS;MVD;PMVK;SCD;SQLE;SREBF2;TM7SF2
clusterset340	2.74	0.0125203	positive_regulation_of_viral_transcription	DHX9;GTF2F1;GTF2F2;NELFCD;POLR2B;POLR2E;POLR2F;POLR2H;POLR2I;RSF1;SUPT4H1;SUPT5H
clusterset340	2.74	0.00381056	sterol_biosynthetic_process	CYB5R1;DHCR7;EBP;ERG28;FDFT1;FDPS;HMGCR;HMGCS1;IDI1;LBR;MSMO1;MVD;PMVK;SQLE;TM7SF2
clusterset340	2.74	0.00381056	positive_regulation_of_protein_targeting_to_mitochondrion	ARIH2;CSNK2A2;FBXW7;GSK3A;HTRA2;HUWE1;LEPROT;NPEPPS;PINK1;RHOU;SAE1;SH3GLB1;SREBF2;TOMM7;UBE2J2
clusterset340	2.74	0.0283277	positive_regulation_of_dendritic_spine_morphogenesis	ACTR2;BAIAP2;CAPRIN1;DBN1;DBNL;DHX36;DNM1L;KALRN;OPA1;PAFAH1B1
clusterset340	2.74	0.00104613	cholesterol_biosynthetic_process	ACAT2;ACLY;DHCR7;EBP;FDFT1;FDPS;G6PD;GGPS1;HMGCR;HMGCS1;IDI1;LBR;LSS;MSMO1;MVD;PMVK;SQLE;TM7SF2
clusterset340	2.74	8.0214e-05	RNA_metabolic_process	ATXN2;DDX24;GTF2F1;GTF2F2;HNRNPA3;HNRNPD;HNRNPH1;HNRNPH2;HNRNPM;HNRNPR;HNRNPU;LSM8;POLR2B;POLR2E;POLR2F;POLR2H;POLR2I;POP5;RBFOX2;RBMX;TSN;WDR74;WTAP;XRN2
