cluster	GOterm	FDR	fold_enrich	GeneIDs
clusterset132	negative_regulation_of_transcription_by_RNA_polymerase_II	0.000145424	14.0529	ATF3;DDIT3;JUN;MDM2;YBX3
clusterset132	DNA-binding_transcription_activator_activity,_RNA_polymerase_II-specific	0.000145424	22.8771	ATF3;DDIT3;JUN;MDM2
clusterset132	negative_regulation_of_transcription,_DNA-templated	0.000308794	17.0515	ATF3;DDIT3;JUN;MDM2
clusterset132	transcription_regulatory_region_sequence-specific_DNA_binding	0.00046453	31.8532	ATF3;DDIT3;JUN
clusterset132	DNA-binding_transcription_repressor_activity,_RNA_polymerase_II-specific	0.000719269	24.2264	ATF3;JUN;YBX3
clusterset132	ubiquitin_protein_ligase_binding	0.000719269	23.9731	CLU;JUN;MDM2
clusterset132	positive_regulation_of_transcription_by_RNA_polymerase_II	0.00160839	8.8464	ATF3;DDIT3;JUN;MDM2
clusterset132	positive_regulation_of_gene_expression	0.00160839	16.5391	ATF3;CLU;MDM2
clusterset132	positive_regulation_of_cell_population_proliferation	0.00188195	15.0553	ATF3;JUN;MDM2
clusterset132	DNA-binding_transcription_factor_activity	0.00386327	11.3349	ATF3;DDIT3;JUN
clusterset132	regulation_of_transcription_by_RNA_polymerase_II	0.00410606	6.23214	ATF3;DDIT3;JUN;MDM2
clusterset132	DNA_binding	0.0107383	4.70447	ATF3;DDIT3;JUN;YBX3
clusterset132	RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding	0.0144944	6.49696	ATF3;DDIT3;JUN
clusterset132	DNA-binding_transcription_factor_activity,_RNA_polymerase_II-specific	0.0149275	6.2605	ATF3;DDIT3;JUN
clusterset132	chromatin	0.0150919	6.08336	ATF3;DDIT3;JUN
clusterset132	nucleus	0.0168808	2.33428	ATF3;CLU;DDIT3;JUN;MDM2;YBX3
clusterset132	regulation_of_transcription,_DNA-templated	0.0195714	5.29253	ATF3;DDIT3;JUN
clusterset132	identical_protein_binding	0.0261397	4.66144	ATF3;JUN;MDM2
clusterset132	cytosol	0.0337303	2.39848	CLU;DDIT3;JUN;MDM2;YBX3
