cluster	GOterm	FDR	fold_enrich	GeneIDs
clusterset24	SRP-dependent_cotranslational_protein_targeting_to_membrane	7.29097e-13	36.0542	RPL19;RPL21;RPL27;RPL38;RPLP2;RPS11;RPS25;RPS26;RPS28;RPS5;UBA52
clusterset24	translational_initiation	2.07528e-12	24.6517	COPS5;RPL19;RPL21;RPL27;RPL38;RPLP2;RPS11;RPS25;RPS26;RPS28;RPS5;UBA52
clusterset24	viral_transcription	2.42937e-12	29.4388	RPL19;RPL21;RPL27;RPL38;RPLP2;RPS11;RPS25;RPS26;RPS28;RPS5;UBA52
clusterset24	nuclear-transcribed_mRNA_catabolic_process,_nonsense-mediated_decay	4.03857e-12	27.4259	RPL19;RPL21;RPL27;RPL38;RPLP2;RPS11;RPS25;RPS26;RPS28;RPS5;UBA52
clusterset24	ribosome	3.9763e-11	17.8599	AURKAIP1;RPL19;RPL21;RPL27;RPL38;RPLP2;RPS11;RPS25;RPS26;RPS28;RPS5;UBA52
clusterset24	structural_constituent_of_ribosome	8.64336e-11	20.0552	RPL19;RPL21;RPL27;RPL38;RPLP2;RPS11;RPS25;RPS26;RPS28;RPS5;UBA52
clusterset24	extracellular_exosome	4.18416e-10	4.31526	ARF1;ARPC3;ATP5F1A;ATP6V1G1;DNAJA1;GAPDH;HNRNPK;HSPA8;IGFBP2;MYL12B;PPIA;PSMA7;RAB5C;RAC1;RPL27;RPLP2;RPS11;RPS25;RPS26;RPS28;RPS5;SUB1;TPT1;UBA52;VDAC1
clusterset24	translation	1.90887e-09	12.3258	COPS5;RPL19;RPL21;RPL27;RPL38;RPLP2;RPS11;RPS25;RPS26;RPS28;RPS5;UBA52
clusterset24	focal_adhesion	6.44402e-08	8.95278	ARF1;ARPC3;HNRNPK;HSPA8;PPIA;RAC1;RPL19;RPL27;RPL38;RPLP2;RPS11;RPS5
clusterset24	cytosolic_small_ribosomal_subunit	6.53475e-08	40.7039	RPS11;RPS25;RPS26;RPS28;RPS5;UBA52
clusterset24	RNA_binding	1.25925e-07	4.13482	ARF1;ATP5F1A;HNRNPK;HSPA8;PDAP1;PPIA;RPL19;RPL21;RPL27;RPL38;RPS11;RPS25;RPS26;RPS28;RPS5;RTRAF;SAP18;SUB1;TPT1;TRIR
clusterset24	cytosolic_large_ribosomal_subunit	2.50982e-07	31.8231	RPL19;RPL21;RPL27;RPL38;RPLP2;UBA52
clusterset24	mitochondrial_proton-transporting_ATP_synthase_complex	2.73324e-06	64.8248	ATP5F1A;ATP5F1E;ATP5MF;ATP5MPL
clusterset24	cytoplasmic_side_of_rough_endoplasmic_reticulum_membrane	5.28112e-06	145.856	RPL27;RPS26;RPS28
clusterset24	small_ribosomal_subunit	1.54537e-05	41.6731	RPS25;RPS26;RPS28;RPS5
clusterset24	cytosol	2.24973e-05	2.01484	ARF1;ARPC3;ATP6V1G1;COPE;COPS5;DCTN3;DNAJA1;GAPDH;HSBP1;HSPA8;MYL12B;PDAP1;POMP;PPIA;PSMA7;RAC1;RPL19;RPL21;RPL27;RPL38;RPLP2;RPS11;RPS25;RPS26;RPS28;RPS5;RTRAF;SAP18;SCOC;SEC61G;TPT1;UBA52
clusterset24	polysomal_ribosome	3.04191e-05	34.319	RPL19;RPL38;RPS26;RPS28
clusterset24	cytoplasmic_translation	5.57612e-05	29.1712	RPL19;RPL38;RPS26;RPS28
